person_id,person_mean_norm,person_std_norm,person_extreme_ratio,person_mid_ratio,survey_mean_survey_1,survey_mean_survey_2,survey_mean_survey_3,survey_mean_survey_4,person_latent_00,person_latent_01,person_latent_02,person_latent_03,person_latent_04,person_latent_05,person_latent_06,person_latent_07,person_latent_08,person_latent_09,person_latent_10,person_latent_11,cluster_mean_0,cluster_mean_1,cluster_mean_2,cluster_mean_3,cluster_mean_4,cluster_mean_5,cluster_mean_6,cluster_mean_7,cluster_mean_8,cluster_mean_9,cluster_mean_10,cluster_mean_11
1vec3,0.5116447372875933,0.4116940292179296,0.60790273556231,0.1094224924012158,0.45647997912471594,0.5089809164567558,0.5173510466988728,0.7898428731762066,13.405179898324624,0.7274428343948907,-4.097138857461959,3.816399834283552,2.5364687706894404,-1.8004154696518895,-2.4804155449270873,0.16873254309772057,-0.9174598652653189,1.5348192808227148,0.22431055474198536,1.551146204068723,0.7875,0.34375,0.41419397288514564,1.0,0.4296875,0.6416666666666667,0.0,0.545138888888889,0.5772357723577236,0.9285714285714286,0.29365079365079366,0.6
1z7bb,0.4800167706144654,0.42100091084337615,0.6484848484848484,0.11363636363636363,0.5685193071360835,0.34245699825456705,0.5359126984126984,0.6394500561167228,14.287887829692098,-3.2502409555478646,-0.28741648794704333,-1.602190168741974,0.4211613952918086,0.5729511845061118,2.2888767102109204,0.7740792313290925,1.2595372087616554,0.5700468709771511,-0.30166233367746276,-0.47026160928535343,0.6875,0.22767857142857142,0.5004756262602493,0.5476190476190477,0.68359375,0.19166666666666668,0.21428571428571427,0.6475694444444444,0.7134146341463414,0.21428571428571427,0.28174603174603174,
212kx,0.47662445752974725,0.42415740419852416,0.6505295007564297,0.08774583963691376,0.530679693174524,0.43203006700184376,0.47068557919621745,0.47586980920314254,14.02736918490958,-0.842075600721848,0.5024443077820124,-1.3239919207987736,0.7002534823705664,2.2193217541590626,-0.042230140405998484,1.026013404013858,-4.158745045769171,-0.5290266995162543,-0.3780186676468404,1.1739478922111717,0.475,0.27232142857142855,0.4712500793582751,0.30952380952380953,0.6796875,0.375,0.3333333333333333,0.625,0.8434959349593496,1.0,0.3650793650793651,0.0
293vr,0.5626840048957975,0.4212713293225655,0.6563944530046225,0.09399075500770417,0.527016076336565,0.5237485677207793,0.61343669250646,0.8184624017957352,15.136748858713863,0.783432931847805,3.8889504774596904,2.856601017437779,1.0793852100269077,-0.05016638128310025,-3.576902822297382,1.820192347768293,1.4455045407006362,-0.4394574637082682,0.9384417739385718,1.0486998969586536,0.8625,0.39285714285714285,0.4423859103113126,0.21428571428571427,0.59765625,0.5083333333333333,0.8809523809523809,0.5729166666666666,0.7276422764227642,1.0,0.4563492063492064,0.6
29g1r,0.45998264556190815,0.39883853490527693,0.56797583081571,0.15256797583081572,0.5058464754424774,0.3635391421659969,0.47726917057902973,0.7230639730639731,13.827291972928547,-0.6064681570183351,-1.7826410135010062,-0.9764151409866632,1.2564450480440554,0.00022571286111157385,-1.0730149466840042,-1.6994375463557907,1.3099718035657593,-0.659320527853027,-0.05938942474566419,-0.01647813056269407,0.7375,0.23660714285714285,0.4511627148813294,0.5238095238095238,0.671875,0.4583333333333333,0.07142857142857142,0.513888888888889,0.5894308943089431,0.0,0.3055555555555556,0.0
2bpor,0.5272481073529572,0.41116622022539756,0.6067588325652842,0.12903225806451613,0.5330830467343625,0.4508725822496823,0.5654368108566582,0.8212682379349047,14.830134171193432,-4.40701953874245,-1.571323153151853,3.1830313767330694,2.8174584504754456,-2.108347511733359,0.2053766165326707,0.6723119342885742,-0.5297564410654032,-1.1036675968617125,-0.6191619909427064,-1.6238981420058705,0.875,0.4419642857142857,0.4572714229634871,1.0,0.46875,0.19166666666666668,0.14285714285714285,0.4479166666666667,0.7967479674796747,1.0,0.32936507936507936,
2ea2g,0.49978519454380893,0.39951028315656,0.5488721804511278,0.11729323308270677,0.5561604146227229,0.4989199951591016,0.4222222222222222,0.47334455667789005,14.457840135730898,1.1373413153352705,-0.2473269514972966,0.5910170622231004,1.5324126299814005,1.677015766313384,2.0559136084820073,-1.6909612449822227,-2.1328800404439185,-1.0480473213186412,0.11046162212042626,0.5861534903043283,0.4375,0.42857142857142855,0.4825378564216411,0.6190476190476191,0.6015625,0.5583333333333333,0.40476190476190477,0.5434027777777778,0.7215447154471545,0.5714285714285714,0.28174603174603174,0.0
2g6k8,0.48644601263450155,0.4159742755720036,0.6248108925869894,0.11346444780635401,0.5685190217512616,0.46458440488785074,0.4686619718309859,0.25308641975308643,14.050356693002087,2.070096150124804,0.6349156437881956,-2.131271277832667,-2.5208348497474367,2.0504315874924064,2.635872602445836,0.7865934016911431,-0.7989152442915383,-1.0682622033798266,-1.4130906291875989,0.8181269563594505,0.2625,0.20982142857142858,0.5030541942725024,0.5238095238095238,0.77734375,0.44166666666666665,0.47619047619047616,0.657608695652174,0.7906504065040649,0.0,0.634920634920635,
2vz3n,0.45726543755024146,0.4127576494709325,0.6291793313069909,0.1458966565349544,0.5718844771469301,0.36735309314123393,0.44752198241406876,0.4186046511627907,13.569110945219844,0.6852063365995317,-2.173283020385307,-2.1446472560546637,-1.4953479937480356,-1.9662828749577697,-0.3912929821145993,0.3533298296768844,-0.16061748503947443,-1.5024052463160453,0.1866864138069172,0.41586417256028224,0.4,0.25892857142857145,0.49716825771924283,0.5952380952380952,0.74609375,0.3416666666666667,0.0,0.7552083333333334,0.7418699186991871,0.14285714285714285,0.29365079365079366,0.3
33a05,0.4334791941341028,0.4151734444548024,0.6508422664624809,0.15160796324655437,0.4853729801933712,0.36170427506890895,0.44170812603648424,0.5581395348837209,12.703322239673161,-1.9207592145620982,-0.5595765726539312,-0.4447560748613519,2.4944363223828994,-2.479277792742252,-1.1827530587523936,1.733693099185761,-1.9325593474928742,-1.6794762516994408,2.9064858954878066,0.7164602093710454,0.575,0.42857142857142855,0.4846076068822568,0.4523809523809524,0.41015625,0.19166666666666668,0.0,0.5746527777777778,0.5813008130081301,1.0,0.39285714285714285,0.0
3biuj,0.5379199363512194,0.42631573902038145,0.6786786786786787,0.11261261261261261,0.5489541752382447,0.504365291538319,0.5318972033257747,0.6976744186046512,15.778380773909202,-0.41054733238804597,-3.440204401310457,1.0073566131989904,0.02294059723973796,2.8050073647957294,-1.7060592601545208,0.29987339450422157,-0.22919104812440394,-0.8404110286576465,-0.583809924681912,-0.01834877829346812,0.725,0.16517857142857142,0.47073747300273017,0.7857142857142857,0.80078125,0.5916666666666667,0.19047619047619047,0.5711805555555556,0.6605691056910569,1.0,0.2698412698412699,0.3
3d56s,0.4722054329715089,0.4340035055763538,0.7007518796992481,0.09774436090225563,0.5559789513174345,0.3358153808694295,0.5325670498084292,0.6279461279461279,14.5397047368992,-2.743633938088716,0.4233674695752849,-3.109417916852901,-1.172048147390121,0.9445449095263379,0.013831359596792492,-0.4861532096657461,-1.041995456026529,1.5358843921436112,-0.41764346496110943,0.7484625244921526,0.7375,0.12053571428571429,0.46769326821194346,0.35714285714285715,0.83203125,0.19166666666666668,0.2857142857142857,0.8645833333333334,0.6991869918699187,0.21428571428571427,0.25793650793650796,0.0
3uy58,0.4510625966495381,0.4071594650333334,0.5957446808510638,0.12310030395136778,0.4733030284794853,0.4895881896676123,0.38152173913043474,0.33529741863075196,12.993348078326138,3.400956167125579,0.17573660584075917,0.09463757241304091,-1.029018059456814,0.034469224693567474,0.1798892256031993,-1.9354928268084093,0.08813670180331737,-1.2858553288110506,2.098210123790638,1.7552476117182276,0.325,0.2544642857142857,0.4367198787356017,0.5,0.609375,0.6416666666666667,0.5238095238095238,0.546875,0.5833333333333334,0.0,0.32936507936507936,0.3
3wglb,0.42995541712840957,0.4274643658819888,0.6926605504587156,0.11009174311926606,0.5108322005086573,0.4317714491931849,0.3643449419568823,0.20763187429854096,11.98793290148996,3.0911564562583824,4.609030058458644,0.5418965513105136,-1.7793260223029401,-1.9804783447528738,-1.3867175589600227,-0.36200692192318534,-2.2619755177605008,-3.2041560010340757,0.7678766132123329,-0.04165390896692009,0.2,0.32142857142857145,0.3957458806765659,0.14285714285714285,0.5,0.4083333333333333,0.9047619047619048,0.6649305555555556,0.8658536585365854,0.21428571428571427,0.38492063492063494,0.5
4kx6v,0.4208072207615026,0.3940926225888419,0.5744360902255639,0.162406015037594,0.4570361430753818,0.356127139249393,0.4158675799086758,0.627906976744186,12.166063847572234,-2.6806576056469247,-2.449679894859207,0.48863419754783555,-0.41734997247308225,-0.6187259435494321,-2.5960360513033436,1.6651055779586827,-0.08322750356876496,-0.15157422369093443,1.8987724970222128,0.7077416717444365,0.625,0.16517857142857142,0.421224969066663,0.6666666666666666,0.62890625,0.19166666666666668,0.0,0.48090277777777773,0.3719512195121951,1.0,0.29365079365079366,0.5
4p3l9,0.42167876843113145,0.4123533761513847,0.6404833836858006,0.12537764350453173,0.5380210649602096,0.2924213559757047,0.41919191919191917,0.5813953488372093,12.872124812738306,-1.2761179233771074,0.7942733872548646,-2.568132490496216,-0.7997504031396689,0.5413591179699123,-0.0072114078266591886,-0.5476677984966019,0.20405922908380386,-1.0154488717830938,-1.6170819482651635,-2.054529981129206,0.4375,0.1875,0.46762849251410854,0.2857142857142857,0.6796875,0.25833333333333336,0.2857142857142857,0.5260416666666666,0.7479674796747968,0.0,0.25793650793650796,
4th4n,0.5086339557760232,0.40697867325422105,0.5819295558958653,0.11485451761102604,0.62692053680658,0.4616588086930532,0.4557644110275689,0.33529741863075196,13.967363078215467,3.3352746460104896,0.6596729957230292,-2.050255054333998,-2.2061734893934233,-0.4420084547632084,1.044574533180072,1.145368428275686,-1.7814158210261926,1.8144923342322192,0.8488244591606101,-0.6605220602173465,0.275,0.48660714285714285,0.4841131090354534,0.35714285714285715,0.77734375,0.5416666666666666,0.4523809523809524,0.953125,0.7479674796747968,0.2857142857142857,0.376984126984127,
4wbsc,0.4893842663495409,0.4073595646680973,0.5854765506807866,0.10741301059001512,0.5509946749643648,0.5107988253021426,0.38266823161189356,0.3953488372093023,14.206710670083712,0.8871970413278989,-0.31520972788413326,1.9649534977110106,-2.7174713649989517,1.075668968797787,2.5455491987868335,-1.4369202262577936,0.43887056722178885,-2.2542260685969344,-0.9294549549849109,1.0050012876616492,0.4375,0.20089285714285715,0.4377198070388721,0.9047619047619048,0.69140625,0.475,0.6428571428571429,0.592013888888889,0.6829268292682927,0.0,0.3174603174603175,0.0
4wcis,0.44590650684976163,0.3941804285653876,0.5601217656012176,0.1582952815829528,0.5365505300303233,0.36983557506141396,0.4119626926196269,0.5258136924803591,13.288587127079824,-1.1979034480962814,0.6196924863801103,-1.7811219057208356,1.0534616549721671,2.446933334959304,0.3557181309999602,0.8648108574563576,-2.0187448901509937,-0.14196416329334438,-0.6245652127938074,0.11097912494329291,0.4875,0.24107142857142858,0.4685160015663227,0.2857142857142857,0.68359375,0.325,0.2857142857142857,0.576388888888889,0.5772357723577236,0.6428571428571429,0.32936507936507936,
56vwl,0.5053693122027346,0.40449686603743173,0.5672333848531684,0.09582689335394126,0.5710717005912025,0.4164959146130676,0.5508748906386701,0.548540965207632,14.43254850828922,1.1174467942191677,0.9046291931999081,-2.291652025431409,0.5407551784427416,1.1713247271245062,0.4942965463316008,-0.1869478937677186,-0.7157039533126868,-0.034558743260125535,-0.7330762397214774,0.7943641895969249,0.5625,0.42410714285714285,0.4984348686133135,0.2619047619047619,0.7265625,0.49166666666666664,0.35714285714285715,0.6857638888888888,0.6565040650406504,0.21428571428571427,0.4126984126984127,
5puzl,0.43613788044275037,0.4083312803757819,0.6184012066365008,0.13122171945701358,0.5529992647356369,0.3581640179332564,0.3768842268842269,0.4803591470258137,13.209043245478739,-2.4792004711664912,0.5817489378695414,-1.4824106225148053,0.019326044267377773,2.695088557450625,0.26462790982106554,1.6067127565863775,-1.7915627007185626,-0.5800018602867234,-0.7494625285397098,-1.2684765238528648,0.475,0.20535714285714285,0.4569031007984539,0.2857142857142857,0.734375,0.225,0.2857142857142857,0.4930555555555556,0.6747967479674797,1.0,0.29365079365079366,0.0
6qe7v,0.4842788893844289,0.39085670183206883,0.540090771558245,0.1875945537065053,0.5433819456114062,0.44636997821665464,0.4429968701095462,0.5348837209302325,14.068958985597924,1.6600706564049745,0.9559171482084123,-0.5952442895855904,0.9993518475885822,2.573710770029892,0.05817980747286122,-1.4658145852662472,-0.49163604347020645,-0.08845904553765349,-0.24912706989703684,0.8562881977270759,0.5625,0.27232142857142855,0.4363671853292205,0.30952380952380953,0.68359375,0.6416666666666667,0.47619047619047616,0.5555555555555556,0.6321138211382115,0.35714285714285715,0.2698412698412699,
6rxfs,0.4630062401939345,0.41546582903459195,0.6253869969040248,0.10061919504643962,0.5130294220930969,0.33015915588529615,0.5353018372703412,0.7674418604651163,13.589999948954336,-3.252722424868293,2.2455180899770713,-0.6963425105980863,3.8428362268798457,-1.601097329645107,1.4549265660301538,-0.8842867685441369,0.90602156324667,-0.9912624135318271,-0.21395090871665182,-0.7902461239484848,0.8125,0.4107142857142857,0.4881616206525086,0.35714285714285715,0.35546875,0.19166666666666668,0.2857142857142857,0.42534722222222227,0.7601626016260163,0.14285714285714285,0.4642857142857143,0.3
70l1y,0.5138408198838846,0.4044799298018474,0.5896656534954408,0.16109422492401215,0.5565446429579418,0.39971791183335215,0.6065217391304348,0.659371492704826,14.683282144097614,0.03645253120334413,-2.161559689445817,-1.0557441250044641,1.6772046160803393,-2.412065679308009,1.158936447158976,0.25018897531140327,0.48330341642273317,1.668392416254646,0.5266412417307085,0.7697620632595658,0.7125,0.5178571428571429,0.5293248013901767,0.6904761904761905,0.625,0.39166666666666666,0.0,0.7378472222222222,0.6382113821138211,0.0,0.36904761904761907,0.0
76ux4,0.49460530358792176,0.41524657712728263,0.6156202143950995,0.10260336906584992,0.5494547778818418,0.423388243816765,0.4716832504145937,0.6976744186046512,14.443983998584672,-2.7186120762610595,-0.638217954727167,-0.04462429171667384,-2.0122608005500475,-0.17964003308226728,1.4479446163324858,-1.0326782546951168,-0.17535158305346898,0.6492032168338662,-1.4880765268231613,-0.1044451806407132,0.6625,0.17857142857142858,0.48015436958331537,0.8095238095238095,0.71484375,0.19166666666666668,0.40476190476190477,0.609375,0.6951219512195121,0.07142857142857142,0.34523809523809523,
7e5rr,0.4551373705823839,0.4047683527286011,0.593607305936073,0.1552511415525114,0.4832879968601303,0.44296335661632946,0.4407948094079481,0.42620650953984285,13.340078668573002,2.0027241860847225,0.24282164851743043,-1.3636523975017547,1.3669481528823502,2.347215487612798,-0.40019034806205805,-1.298954434518317,-1.6148657686967969,-0.2422161715894724,-0.3944798501667567,-0.35110842643269846,0.45,0.2544642857142857,0.42715298500450477,0.2857142857142857,0.6640625,0.625,0.2857142857142857,0.5885416666666666,0.6260162601626017,0.42857142857142855,0.38095238095238093,
7ftdk,0.4689752852725712,0.3926721626720877,0.5403348554033486,0.1537290715372907,0.5275598825347416,0.4063350601430565,0.46285482562854824,0.548540965207632,13.385302385670437,1.633112733578739,1.320107479424416,-0.381899969007,0.6627717290871475,2.321669310028438,-1.7135759735796467,-1.181573886565975,-1.0969603721604226,-0.44735280860061744,-1.1423179655557623,0.2423029549474682,0.6,0.26339285714285715,0.43658104424450356,0.14285714285714285,0.6171875,0.5916666666666667,0.47619047619047616,0.5538194444444444,0.6443089430894309,0.42857142857142855,0.2698412698412699,
7ge54,0.44534836595434035,0.3916796960354472,0.5476550680786687,0.13161875945537066,0.5237488764245306,0.3369854618711862,0.4716706067769898,0.5824915824915825,13.424839264083946,-2.6290224119634367,2.136895024190975,-1.0643436698759494,0.4457235506210505,0.4152291659984263,1.2488862730175962,-0.18509472975320104,0.14559510130937775,-0.19263562180352722,-0.47232715199784364,-0.6735021097037563,0.6,0.29464285714285715,0.48067763234695154,0.35714285714285715,0.58203125,0.19166666666666668,0.4523809523809524,0.4357638888888889,0.6646341463414634,0.21428571428571427,0.28174603174603174,0.1
7hiu4,0.510859205978336,0.41011481632992464,0.601526717557252,0.1282442748091603,0.5839766851915781,0.44588537120637944,0.4517565359477124,0.6976744186046512,14.420908185961022,2.476627444339639,-2.237191881370135,-0.8725452218795344,2.57070656694842,0.21271647876681582,0.432787727268923,0.4471074260176048,2.0425399025227757,-0.18982809534890865,1.00047970255493,0.7192627237326221,0.6125,0.4642857142857143,0.5109259365629022,0.5476190476190477,0.75,0.7083333333333334,0.0,0.5555555555555556,0.47967479674796754,0.21428571428571427,0.3531746031746032,0.0
7k50n,0.4368007743128844,0.39391840851647686,0.5705426356589147,0.15658914728682172,0.4915941367564958,0.32101079936639165,0.5202666666666667,0.5838945005611672,12.759891265094566,-2.487693021404187,1.2621868509215717,-1.4980000540947753,2.022114485709378,0.5007015579678193,0.9256627805448803,1.8780106577274676,-1.4111543699800662,1.8896390229554865,-0.35802580677450546,-0.673425102007126,0.6,0.41517857142857145,0.43878026251315316,0.2857142857142857,0.5859375,0.19166666666666668,0.23809523809523808,0.4982638888888889,0.5955284552845529,0.5714285714285714,0.32936507936507936,
7o17s,0.5639309721731064,0.3896693045407279,0.553030303030303,0.1803030303030303,0.5479068693913619,0.5880377980666959,0.5267927501970054,0.627906976744186,15.397155372445821,2.0004601087931015,1.4107057603143482,2.0833761160451996,1.5169308692967276,2.279205946975682,1.1208296597380276,0.2734219649936419,1.3611723290997553,0.6428287111569373,0.9844535124039683,-0.33131518275474875,0.65,0.38839285714285715,0.4816100692943682,0.5,0.6328125,0.8083333333333333,0.7142857142857143,0.5555555555555556,0.6178861788617885,0.5714285714285714,0.36904761904761907,
7ub3z,0.5834310699830735,0.4043299884047869,0.6103500761035008,0.1187214611872146,0.5816528365344155,0.5610298934552609,0.6121654501216545,0.6313131313131314,15.761005899012607,2.462237781806714,3.007788896612521,0.42664563686481655,-2.168721159453644,-0.28683730239942773,0.580369914394761,0.3543061222535913,1.4293040378608581,2.238530318880679,1.1167953831889974,0.608454405358891,0.6,0.42410714285714285,0.5175158668804972,0.47619047619047616,0.7734375,0.5916666666666667,1.0,0.8576388888888888,0.6483739837398373,0.0,0.3412698412698413,
7vnea,0.5100869143144308,0.4013638062653052,0.5642965204236006,0.13767019667170954,0.5488207930613945,0.44882466245360564,0.5431533646322378,0.5581395348837209,14.388217006116665,1.9662103190040918,1.957050693638511,-0.5550726923987561,0.18478275646171272,-0.016743027291570282,0.21198755873809483,-1.2386803719788995,-0.816228467801879,0.648042464912776,-0.07200200765955986,-0.26942304204388706,0.575,0.3482142857142857,0.48848287417130004,0.3333333333333333,0.64453125,0.49166666666666664,0.5714285714285714,0.8055555555555555,0.7845528455284553,0.0,0.25793650793650796,
89ro6,0.5524652347820908,0.4181415521954496,0.6616314199395771,0.14954682779456194,0.48379112948144903,0.6811353402985431,0.4245920745920746,0.5813953488372093,15.28892238865465,1.2684769188168166,-0.04206651112532406,5.3082167915223355,-2.6104979225306373,1.0959724453112576,-2.0724772013696175,-1.2036508093806593,-0.694307980054544,-1.319022802244033,0.4031966004159782,2.1639655457150786,0.6125,0.10267857142857142,0.4053621094186414,0.9523809523809523,0.68359375,0.6083333333333333,1.0,0.625,0.7195121951219512,1.0,0.28174603174603174,0.0
8bg18,0.4824195904738099,0.389944199498546,0.5495495495495496,0.21771771771771772,0.5619396397422713,0.36369657085128254,0.5,0.6992143658810325,14.076873877501074,-3.4169462273828133,-1.295068704170554,0.06282338680179773,0.8180299261001065,-0.8438833869806313,1.3445894837324237,1.085167996081577,0.25065752930061025,-0.009378411911087792,0.5368293654554245,0.2218139120849507,0.7125,0.33482142857142855,0.4758244367400507,0.7142857142857143,0.62890625,0.175,0.14285714285714285,0.6458333333333334,0.6951219512195121,0.5714285714285714,0.28174603174603174,0.0
8fkgi,0.44471415503752476,0.39265816974494105,0.5310136157337367,0.09682299546142209,0.510304579784843,0.3212631922030141,0.490661938534279,0.6705948372615039,13.442761562776818,-2.4757682777014303,1.0030874776190084,-2.3655885559961827,-0.6656203861096439,0.054381443051143244,-0.5661073685078095,-1.3181845291790713,-0.5393748441778516,1.4755685936000205,0.2938116411620846,1.3141704190198173,0.675,0.2857142857142857,0.42683282555977203,0.35714285714285715,0.671875,0.19166666666666668,0.35714285714285715,0.6145833333333334,0.5955284552845529,0.14285714285714285,0.2698412698412699,
8ij30,0.45875768090664326,0.39216217504657336,0.5363636363636364,0.13636363636363635,0.540797152690617,0.3149795259088083,0.5054373522458628,0.7209302325581395,13.413129883217083,1.9760739580177251,0.11748611315599086,-2.0375054115185955,1.6667564713158147,0.6719762763562925,-2.0583676368159076,-0.28084491010835244,0.6995739859038864,-0.4832708859911097,-1.8385473017320968,-0.897313436529638,0.6625,0.25,0.4719756299307928,0.09523809523809523,0.69140625,0.5916666666666667,0.11904761904761904,0.607638888888889,0.6056910569105691,0.0,0.2698412698412699,
8ka4n,0.4760878314755142,0.38652102532693333,0.5190258751902588,0.1856925418569254,0.5379869170754003,0.3989972322269439,0.4980676328502415,0.5348837209302325,13.581039535066214,-0.9248809720311711,0.4844913654694384,-1.1230491533019185,-0.04050672560366908,-0.4514302870656237,1.6911334714265507,-0.5851879033652276,-1.9913011220287795,1.5191521406217114,1.4759956629849118,0.8193063309668331,0.5375,0.5446428571428571,0.4411097274463827,0.5238095238095238,0.6328125,0.275,0.38095238095238093,0.7083333333333334,0.5691056910569106,0.21428571428571427,0.3333333333333333,
