person_id,n_total_answers,n_missing_answers,n_answered_personality,n_answered_economic,n_answered_cognitive,n_answered_demographics,n_ordinal_items,n_categorical_items,n_text_items,n_multi_select_items,ordinal_mean_normalized,ordinal_std_normalized,ordinal_midpoint_rate,ordinal_extreme_rate,ordinal_acquiescence,straightlining_max_repeat_rate,bfi_44_mean_norm,bfi_44_n_items,bfi_18_mean_norm,bfi_18_n_items,autonomy_cognition_mean_norm,autonomy_cognition_n_items,personal_values_mean_norm,personal_values_n_items,self_monitoring_mean_norm,self_monitoring_n_items,self_monitoring_binary_mean_norm,self_monitoring_binary_n_items,regulatory_focus_mean_norm,regulatory_focus_n_items,bai_anxiety_mean_norm,bai_anxiety_n_items,bai_sum_score,self_concept_mean_norm,self_concept_n_items,need_uniqueness_mean_norm,need_uniqueness_n_items,need_closure_mean_norm,need_closure_n_items,personality_traits_5pt_mean_norm,personality_traits_5pt_n_items,maximization_mean_norm,maximization_n_items,uncertainty_beliefs_mean_norm,uncertainty_beliefs_n_items,risk_sensitivity_personality_mean_norm,risk_sensitivity_personality_n_items,self_regulation_mean_norm,self_regulation_n_items,spending_scale,spending_difficulty,spending_anxiety,shopper_type,weight_loss_intention,dictator_game_position,ultimatum_offer_position,trust_game_send_position,trust_return_mean_position,ultimatum_reject_rate,hedonic_framing_mean,loss_aversion_risky_choices,loss_aversion_risky_rate,crt_score,crt_total_attempted,numeracy_score,numeracy_total_attempted,financial_literacy_score,financial_literacy_total,vocabulary_synonym_score,vocabulary_synonym_total,vocabulary_antonym_score,vocabulary_antonym_total,vocabulary_total_score,spatial_n_attempted,wason_correct,wason_n_selected,forward_flow_word_count,demo_region,demo_sex,demo_age,demo_education,demo_race,demo_citizenship,demo_occupation,demo_religion,demo_religiosity,demo_political_party,demo_income,demo_political_views,demo_household_size,demo_employment,gt_score_extraversion,gt_score_agreeableness,gt_score_conscientiousness_w1,gt_score_conscientiousness_w2,gt_score_openness,gt_score_neuroticism,gt_score_needforcognition,gt_score_agency,gt_score_communion,gt_score_minimalism,gt_score_BES,gt_score_GREEN,gt_crt_score,gt_score_fluid,gt_score_crystallized,gt_score_syllogism,gt_score_actual_total,gt_score_overconfidence,gt_score_overplacement,gt_score_ultimatum_sender,gt_score_ultimatum_accepted,gt_score_mentalaccounting,gt_score_socialdesirability,gt_score_anxiety,gt_score_HI,gt_score_HC,gt_score_VI,gt_score_VC,gt_score_finliteracy,gt_score_numeracy,gt_score_deductive_certainty,gt_score_forwardflow,gt_score_discount,gt_score_presentbias,gt_score_riskaversion,gt_score_trustgame_sender,gt_score_trustgame_receiver,gt_score_RFS,gt_score_ST_TW,gt_score_depression,gt_score_CNFU,gt_score_selfmonitor,gt_score_SCC,gt_score_needforclosure,gt_score_maximization,gt_score_wason,gt_score_dictator_sender
9o70p,537,0,278,179,65,14,326,168,22,21,0.6432666558049994,0.2727739299609004,0.0766871165644171,0.4294478527607362,3.239263803680981,1.0,0.7545454545454544,44,0.5333333333333334,18,0.7142857142857142,10,0.5416666666666666,24,0.5972222222222222,8,0.7692307692307693,13,0.5166666666666667,12,0.6309523809523809,21,53.0,0.6900000000000001,20,0.55,16,0.5833333333333334,12,0.7999999999999999,6,0.5384615384615384,13,0.5166666666666667,12,0.7866666666666667,15,0.8333333333333334,6,8.0,3.0,3.0,2.0,2.0,2.0,3.0,9.0,5.0,0.1666666666666666,1.5,3,0.3333333333333333,3,7,4,6,5,5,9,10,9,10,18,6,0.0,2.0,20,2.0,2.0,2.0,3.0,1.0,1.0,6.0,9.0,6.0,3.0,1.0,5.0,1.0,3.0,3.125,4.0,2.667,5.0,3.2,4.625,3.333,4.25,5.5,2.583,4.35,4.0,1.0,1.0,8.0,9.0,19.0,16.0,20.0,60.0,83.333,100.0,3.0,32.0,4.75,2.25,2.0,2.0,6.0,6.0,4.0,0.859,4.429,0.0,0.267,80.0,45.0,5.0,18.0,22.0,2.917,2.692,3.083,3.933,4.167,2.0,40.0
9vwzo,537,0,278,179,65,14,326,168,22,21,0.6156396304785876,0.2577519382867495,0.1134969325153374,0.3588957055214724,3.1165644171779143,0.6153846153846154,0.6318181818181818,44,0.6111111111111112,18,0.6,10,0.6064814814814815,24,0.5694444444444444,8,0.8076923076923077,13,0.8500000000000001,12,0.3809523809523809,21,32.0,0.63,20,0.6000000000000001,16,0.4333333333333333,12,0.7333333333333334,6,0.7051282051282052,13,0.5166666666666667,12,0.7066666666666669,15,0.4333333333333333,6,3.0,2.0,3.0,4.0,2.0,4.0,4.0,9.0,6.25,0.3333333333333333,1.25,4,0.4444444444444444,7,7,5,6,5,5,10,10,10,10,20,6,0.0,1.0,20,2.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.875,4.0,3.778,8.0,3.4,2.5,3.833,3.75,7.167,4.25,4.45,3.667,4.0,3.0,9.0,10.0,26.0,12.0,3.0,40.0,66.667,75.0,0.0,11.0,4.25,4.25,1.75,1.75,6.0,8.0,4.0,0.81,41.841,0.008,0.244,40.0,28.0,4.2,10.0,12.0,2.167,2.846,3.583,3.533,2.167,3.0,40.0
a53lx,537,0,278,179,65,14,326,168,22,21,0.6480186352502303,0.3076856584776449,0.0613496932515337,0.5828220858895705,3.2975460122699385,0.9523809523809524,0.6454545454545454,44,0.5777777777777777,18,0.7428571428571429,10,0.6296296296296297,24,0.5277777777777778,8,0.8461538461538461,13,0.9833333333333334,12,0.2619047619047619,21,22.0,0.61,20,0.8125,16,0.6333333333333333,12,0.9,6,0.8076923076923077,13,0.3666666666666667,12,0.7466666666666667,15,0.6333333333333334,6,2.0,2.0,4.0,5.0,2.0,4.0,4.0,9.0,6.0,0.1666666666666666,1.25,2,0.2222222222222222,6,7,3,6,5,5,10,10,10,10,20,6,0.0,1.0,20,3.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,7.0,3.875,4.889,4.889,8.0,4.3,1.0,4.0,4.083,7.25,4.917,4.45,4.5,4.0,1.0,9.0,5.0,19.0,11.0,-2.0,40.0,83.333,75.0,5.0,1.0,5.0,4.75,2.0,4.5,5.0,6.0,2.0,0.827,0.932,0.0,0.544,40.0,31.0,5.2,7.0,0.0,3.167,3.462,4.833,3.733,3.167,1.0,60.0
a6adz,537,0,278,179,65,14,326,168,22,21,0.6260652392937669,0.2330953061361309,0.2147239263803681,0.3251533742331288,3.239263803680981,0.9047619047619048,0.6000000000000001,44,0.6777777777777778,18,0.7285714285714285,10,0.6805555555555555,24,0.5694444444444444,8,0.7692307692307693,13,0.6666666666666666,12,0.2738095238095238,21,23.0,0.64,20,0.775,16,0.6833333333333332,12,0.7999999999999999,6,0.7307692307692307,13,0.5333333333333333,12,0.76,15,0.4666666666666667,6,4.0,2.0,2.0,4.0,2.0,5.0,5.0,11.0,6.5,0.1666666666666666,1.75,0,0.0,2,7,5,6,3,5,7,10,8,10,15,6,0.0,1.0,20,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,2.5,4.0,4.444,6.0,3.4,2.25,3.056,5.25,7.0,3.333,3.9,4.0,0.0,1.0,5.0,5.0,11.0,26.0,2.0,20.0,83.333,25.0,5.0,2.0,3.5,4.0,3.0,5.0,4.0,7.0,4.0,0.886,0.0,0.0,0.067,20.0,23.0,5.1,12.0,16.0,3.417,3.0,3.667,3.8,2.333,3.0,20.0
a8aho,537,0,278,179,65,14,326,168,22,21,0.6070563383446819,0.2874825623894737,0.058282208588957,0.4877300613496932,3.1012269938650308,1.0,0.6454545454545455,44,0.5888888888888889,18,0.7285714285714285,10,0.5833333333333334,24,0.5,8,0.8076923076923077,13,0.85,12,0.2619047619047619,21,22.0,0.6699999999999999,20,0.7125,16,0.2833333333333334,12,1.0,6,0.7179487179487178,13,0.4833333333333334,12,0.56,15,0.4333333333333333,6,3.0,2.0,4.0,4.0,2.0,1.0,3.0,8.0,5.5,0.3333333333333333,1.75,2,0.2222222222222222,7,7,4,6,5,5,8,10,9,10,17,6,0.0,2.0,20,4.0,1.0,3.0,3.0,1.0,1.0,6.0,10.0,6.0,2.0,1.0,4.0,3.0,3.0,2.125,4.556,3.556,8.0,4.6,2.25,4.389,3.0,7.5,4.25,4.85,5.0,4.0,3.0,7.0,6.0,20.0,8.0,-5.0,60.0,66.667,75.0,8.0,1.0,3.75,4.75,1.25,4.5,6.0,7.0,4.0,0.83,-0.333,0.042,0.411,100.0,36.0,5.1,9.0,10.0,1.417,2.846,3.583,2.8,2.167,2.0,40.0
aev6a,537,0,278,179,65,14,326,168,22,21,0.5802274114774115,0.316084215019465,0.0490797546012269,0.6042944785276073,2.9079754601226995,0.8571428571428571,0.6363636363636362,44,0.588888888888889,18,0.5,10,0.513888888888889,24,0.486111111111111,8,0.8076923076923077,13,0.8833333333333334,12,0.3095238095238095,21,26.0,0.56,20,0.575,16,0.2333333333333333,12,0.8666666666666667,6,0.5512820512820512,13,0.3333333333333334,12,0.9066666666666668,15,0.3666666666666666,6,2.0,2.0,4.0,5.0,1.0,1.0,6.0,9.0,5.0,0.5,1.5,2,0.2222222222222222,6,7,3,6,3,5,8,10,8,10,16,6,0.0,2.0,20,4.0,1.0,2.0,3.0,4.0,1.0,6.0,1.0,6.0,2.0,2.0,5.0,1.0,1.0,1.0,4.444,4.444,8.0,2.9,2.375,1.056,3.0,6.25,4.417,3.9,4.333,3.0,0.0,7.0,3.0,13.0,-7.0,-16.0,0.0,50.0,100.0,0.0,5.0,4.75,3.75,1.0,2.0,4.0,5.0,4.0,0.751,0.0,0.0,,100.0,45.0,3.5,7.0,15.0,1.167,2.692,5.0,4.533,1.833,2.0,0.0
afrls,537,0,278,179,65,14,326,168,22,21,0.5884670161127216,0.266661081564835,0.1717791411042944,0.4325153374233129,3.0276073619631902,0.9523809523809524,0.6954545454545454,44,0.6333333333333334,18,0.6,10,0.6018518518518517,24,0.4861111111111111,8,0.6923076923076923,13,0.6666666666666666,12,0.2619047619047619,21,22.0,0.5900000000000001,20,0.6875,16,0.25,12,0.3666666666666666,6,0.6794871794871795,13,0.3333333333333333,12,0.6533333333333334,15,0.7333333333333333,6,7.0,2.0,3.0,5.0,2.0,5.0,1.0,11.0,5.5,0.3333333333333333,1.25,2,0.2222222222222222,5,7,4,6,5,5,10,10,9,10,19,6,0.0,2.0,20,1.0,1.0,4.0,4.0,1.0,1.0,1.0,11.0,4.0,3.0,5.0,2.0,2.0,7.0,1.875,4.333,4.222,8.0,3.6,2.625,2.944,3.667,7.167,3.333,2.85,1.833,1.0,3.0,8.0,9.0,21.0,14.0,10.0,100.0,66.667,75.0,9.0,1.0,4.25,3.0,2.25,4.25,6.0,6.0,4.0,0.85,0.0,0.0,-0.244,20.0,37.0,4.2,13.0,11.0,1.25,2.538,4.333,3.267,3.667,2.0,0.0
aht1w,537,0,278,179,65,14,326,168,22,21,0.6478849243803231,0.2843225935087274,0.1503067484662576,0.4846625766871165,3.3006134969325154,0.6923076923076923,0.6909090909090909,44,0.588888888888889,18,0.7142857142857142,10,0.6805555555555557,24,0.5416666666666666,8,0.8461538461538461,13,0.6666666666666666,12,0.6071428571428571,21,51.0,0.6599999999999999,20,0.7250000000000001,16,0.3666666666666667,12,0.7666666666666667,6,0.5256410256410257,13,0.7000000000000001,12,0.8133333333333334,15,0.6,6,8.0,3.0,2.0,2.0,2.0,4.0,4.0,9.0,5.0,0.3333333333333333,1.5,5,0.5555555555555556,0,7,0,6,2,5,7,10,7,10,14,6,0.0,2.0,20,3.0,2.0,1.0,2.0,2.0,1.0,6.0,10.0,5.0,2.0,3.0,5.0,3.0,3.0,1.5,3.222,1.778,0.0,3.9,4.5,3.944,4.583,7.667,3.333,4.7,3.833,0.0,1.0,5.0,4.0,10.0,12.0,6.0,40.0,66.667,50.0,5.0,30.0,3.75,4.25,2.5,4.0,2.0,0.0,4.0,0.786,1501200376375910.8,-0.053,0.261,40.0,45.0,5.0,19.0,28.0,1.833,2.385,2.0,4.067,3.0,2.0,40.0
ahyp7,537,0,278,179,65,14,326,168,22,21,0.664866485763725,0.3035228747297276,0.1257668711656441,0.5950920245398773,3.450920245398773,1.0,0.7136363636363637,44,0.6777777777777776,18,0.9,10,0.8888888888888888,24,0.4583333333333333,8,0.6923076923076923,13,0.6999999999999998,12,0.25,21,21.0,0.51,20,0.9125,16,0.4500000000000001,12,0.8666666666666667,6,0.641025641025641,13,0.3666666666666667,12,0.8666666666666667,15,0.7999999999999999,6,6.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,6.25,0.5,1.5,9,1.0,5,7,3,6,1,5,2,10,4,10,6,6,0.0,2.0,20,3.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,2.5,4.556,4.778,7.0,3.8,1.875,2.5,7.25,8.75,3.5,3.45,4.333,1.0,0.0,3.0,8.0,12.0,13.0,-5.0,40.0,50.0,50.0,13.0,0.0,4.75,4.5,4.25,4.75,4.0,5.0,0.0,0.915,3002399751775739.5,0.033,,60.0,40.0,6.3,11.0,1.0,2.25,2.308,4.167,4.333,4.0,2.0,20.0
amf2x,537,0,278,179,65,14,326,168,22,21,0.6490543326816333,0.3005169246106229,0.0490797546012269,0.5214723926380368,3.245398773006135,1.0,0.5863636363636363,44,0.5888888888888889,18,0.5714285714285714,10,0.5787037037037037,24,0.5138888888888888,8,0.8076923076923077,13,1.0,12,0.4761904761904761,21,40.0,0.6500000000000001,20,0.7875000000000001,16,0.5333333333333333,12,0.8333333333333334,6,0.653846153846154,13,0.4333333333333334,12,0.9466666666666668,15,0.8666666666666666,6,4.0,2.0,4.0,4.0,1.0,4.0,4.0,11.0,5.75,0.5,1.5,2,0.2222222222222222,2,7,3,6,4,5,2,10,1,10,3,6,0.0,1.0,20,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.556,4.889,8.0,1.0,4.5,1.167,2.417,8.0,5.0,3.85,4.167,1.0,0.0,2.0,4.0,7.0,16.0,-8.0,40.0,50.0,50.0,0.0,19.0,5.0,3.0,3.75,4.0,5.0,3.0,2.0,0.601,4.826,0.097,-0.667,40.0,37.0,4.0,10.0,31.0,2.667,2.615,4.167,4.733,4.333,1.0,40.0
anjsc,536,0,278,178,65,14,326,168,21,21,0.7341854124062712,0.2708130466736693,0.1349693251533742,0.5613496932515337,3.8282208588957056,0.8333333333333334,0.759090909090909,44,0.8,18,0.9142857142857144,10,0.9027777777777776,24,0.5972222222222222,8,0.8846153846153846,13,0.7666666666666667,12,0.4166666666666667,21,35.0,0.7500000000000001,20,0.6375000000000001,16,0.8666666666666666,12,0.7999999999999999,6,0.9102564102564104,13,0.8666666666666667,12,0.8666666666666667,15,0.9,6,9.0,3.0,4.0,4.0,2.0,5.0,4.0,8.0,6.25,0.3333333333333333,1.75,4,0.4444444444444444,6,7,4,6,1,5,0,10,0,10,0,6,0.0,1.0,20,1.0,1.0,1.0,2.0,2.0,1.0,6.0,6.0,2.0,1.0,3.0,2.0,3.0,2.0,3.375,3.333,3.222,5.0,3.1,2.5,3.222,7.917,8.333,3.833,2.95,4.0,3.0,0.0,0.0,6.0,9.0,11.0,-3.0,40.0,66.667,25.0,4.0,14.0,4.75,2.5,3.75,1.75,3.0,8.0,3.0,0.751,3002399751775739.5,-0.158,0.511,20.0,47.0,6.4,16.0,12.0,4.333,4.0,2.333,4.333,4.5,1.0,0.0
arxcr,537,0,278,179,65,14,326,168,22,21,0.6073376180738144,0.2390203369835918,0.2116564417177914,0.3251533742331288,3.131901840490797,1.0,0.6090909090909091,44,0.5777777777777777,18,0.657142857142857,10,0.6296296296296297,24,0.4999999999999999,8,0.8076923076923077,13,0.7166666666666667,12,0.25,21,21.0,0.6100000000000001,20,0.775,16,0.5,12,0.7666666666666666,6,0.5512820512820513,13,0.5,12,0.5866666666666666,15,0.5666666666666667,6,4.0,2.0,2.0,3.0,2.0,6.0,4.0,16.0,8.5,0.1666666666666666,1.5,2,0.2222222222222222,7,7,5,6,4,5,8,10,8,10,16,6,1.0,2.0,20,4.0,1.0,3.0,6.0,3.0,1.0,1.0,10.0,5.0,1.0,5.0,2.0,4.0,1.0,3.25,4.222,4.889,8.0,3.8,1.75,3.556,5.083,6.25,3.583,3.35,3.833,4.0,4.0,7.0,11.0,26.0,9.0,10.0,40.0,83.333,100.0,0.0,0.0,4.0,4.0,3.25,4.25,4.0,8.0,4.0,0.715,,,,0.0,0.0,4.6,13.0,0.0,2.5,1.769,3.833,2.933,2.833,3.0,0.0
axvvp,537,0,278,179,65,14,326,168,22,21,0.6204041570222552,0.2909690841913515,0.0766871165644171,0.4877300613496932,3.150306748466257,0.6666666666666666,0.65,44,0.5111111111111112,18,0.7571428571428571,10,0.5833333333333334,24,0.5694444444444444,8,0.7692307692307693,13,0.3666666666666667,12,0.369047619047619,21,31.0,0.67,20,0.7,16,0.6000000000000001,12,0.9333333333333332,6,0.717948717948718,13,0.3999999999999999,12,0.7466666666666667,15,0.5333333333333333,6,10.0,4.0,2.0,1.0,2.0,3.0,3.0,9.0,5.0,0.1666666666666666,1.5,4,0.4444444444444444,2,7,4,6,2,5,9,10,10,10,19,6,0.0,2.0,20,2.0,2.0,4.0,4.0,1.0,1.0,5.0,12.0,6.0,3.0,3.0,3.0,2.0,2.0,3.125,4.444,2.889,4.0,4.7,3.875,3.889,3.417,7.083,1.833,4.55,4.667,2.0,2.0,9.0,6.0,19.0,14.0,3.0,60.0,83.333,100.0,7.0,10.0,3.75,4.0,2.75,3.5,5.0,4.0,1.0,0.809,36.649,0.049,0.111,60.0,45.0,5.3,23.0,9.0,3.0,3.077,4.333,3.733,2.667,2.0,40.0
ayss6,537,0,278,179,65,14,326,168,22,21,0.6201124369836026,0.2550269313859001,0.1533742331288343,0.3619631901840491,3.202453987730061,0.7142857142857143,0.6136363636363638,44,0.6,18,0.757142857142857,10,0.7916666666666666,24,0.5694444444444444,8,0.7692307692307693,13,0.6833333333333332,12,0.3214285714285714,21,27.0,0.57,20,0.7625,16,0.5,12,0.3,6,0.6282051282051282,13,0.6333333333333334,12,0.6000000000000001,15,0.7333333333333334,6,7.0,3.0,3.0,2.0,2.0,1.0,4.0,8.0,5.75,0.1666666666666666,1.5,2,0.2222222222222222,6,7,5,6,4,5,6,10,8,10,14,6,1.0,2.0,20,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,7.0,2.625,3.667,3.667,8.0,3.0,2.75,2.778,6.25,8.0,3.417,3.75,1.5,1.0,3.0,6.0,9.0,19.0,13.0,11.0,40.0,83.333,0.0,5.0,6.0,3.75,3.75,3.25,4.5,5.0,8.0,4.0,0.829,0.0,0.0,0.094,100.0,35.0,5.3,17.0,6.0,2.5,2.0,3.167,3.0,3.667,4.0,40.0
b8zaq,537,0,278,179,65,14,326,168,22,21,0.6184979344105112,0.295788330332038,0.147239263803681,0.5337423312883436,3.168711656441718,1.0,0.7090909090909091,44,0.5222222222222223,18,0.6285714285714287,10,0.6481481481481481,24,0.5,8,0.6538461538461539,13,0.6666666666666666,12,0.25,21,21.0,0.5899999999999999,20,0.775,16,0.3166666666666667,12,0.7666666666666667,6,0.7435897435897435,13,0.35,12,0.8400000000000001,15,0.7666666666666667,6,4.0,3.0,4.0,3.0,2.0,4.0,4.0,9.0,5.0,0.5,1.75,2,0.2222222222222222,1,7,4,6,4,5,9,10,8,10,17,6,0.0,2.0,20,2.0,1.0,4.0,2.0,1.0,1.0,3.0,11.0,6.0,3.0,1.0,4.0,1.0,7.0,2.375,3.667,5.0,8.0,4.1,3.0,2.833,3.583,8.083,3.333,3.95,3.833,1.0,2.0,8.0,6.0,17.0,18.0,5.0,40.0,50.0,25.0,10.0,0.0,5.0,4.5,2.25,3.75,7.0,4.0,4.0,0.84,0.0,0.0,0.011,40.0,45.0,4.4,12.0,6.0,1.583,3.154,4.583,4.2,3.833,2.0,40.0
b9jzt,537,0,278,179,65,14,326,168,22,21,0.6367567716877532,0.2633995757894702,0.0950920245398773,0.4049079754601227,3.2576687116564416,0.9166666666666666,0.7090909090909091,44,0.5777777777777778,18,0.6428571428571429,10,0.6898148148148149,24,0.625,8,0.8076923076923077,13,0.3833333333333333,12,0.6071428571428571,21,51.0,0.6099999999999999,20,0.6000000000000001,16,0.7833333333333333,12,0.7999999999999999,6,0.641025641025641,13,0.6166666666666666,12,0.4800000000000001,15,0.6,6,10.0,4.0,2.0,2.0,1.0,4.0,4.0,9.0,5.0,0.1666666666666666,1.0,2,0.2222222222222222,5,7,2,6,3,5,9,10,9,10,18,6,0.0,1.0,20,3.0,2.0,3.0,3.0,1.0,1.0,2.0,10.0,6.0,2.0,5.0,5.0,3.0,1.0,1.625,3.444,1.889,4.0,4.7,4.75,4.0,4.75,7.667,1.917,4.65,4.0,3.0,4.0,7.0,8.0,22.0,8.0,5.0,40.0,83.333,50.0,0.0,30.0,4.0,4.0,1.5,2.5,5.0,5.0,4.0,0.776,0.0,0.164,0.067,40.0,45.0,4.5,22.0,36.0,3.917,2.385,2.75,2.4,3.0,3.0,40.0
bbrrv,537,0,278,179,65,14,326,168,22,21,0.6298086754758533,0.2413413326619574,0.1257668711656441,0.3374233128834356,3.236196319018405,1.0,0.6636363636363636,44,0.6111111111111112,18,0.6285714285714287,10,0.7129629629629629,24,0.4861111111111111,8,0.8461538461538461,13,0.7166666666666667,12,0.5,21,42.0,0.55,20,0.6375,16,0.5166666666666668,12,0.7999999999999999,6,0.6923076923076923,13,0.6,12,0.7466666666666667,15,0.5666666666666668,6,8.0,4.0,1.0,3.0,2.0,1.0,4.0,9.0,4.75,0.1666666666666666,1.5,7,0.7777777777777778,2,7,4,6,5,5,5,10,6,10,11,6,0.0,1.0,20,3.0,1.0,2.0,3.0,2.0,1.0,6.0,10.0,6.0,2.0,4.0,5.0,3.0,1.0,3.0,3.889,3.444,2.0,4.1,2.875,1.722,5.5,7.333,3.583,3.85,4.0,2.0,2.0,8.0,6.0,18.0,4.0,4.0,40.0,83.333,100.0,1.0,21.0,4.5,3.5,3.0,1.75,6.0,4.0,4.0,0.747,1046448.594,-0.066,-0.256,100.0,52.0,4.4,20.0,5.0,2.583,2.769,3.0,3.733,2.833,3.0,40.0
bc0tc,537,0,278,179,65,14,326,168,22,21,0.6377378798774505,0.2520731813569166,0.1380368098159509,0.3680981595092024,3.236196319018405,0.9047619047619048,0.7181818181818183,44,0.6111111111111112,18,0.7142857142857142,10,0.5740740740740741,24,0.5416666666666666,8,0.8076923076923077,13,0.8166666666666665,12,0.2738095238095238,21,23.0,0.6199999999999999,20,0.7000000000000001,16,0.7666666666666666,12,0.9,6,0.7179487179487178,13,0.4666666666666667,12,0.6533333333333332,15,0.5333333333333333,6,4.0,2.0,4.0,4.0,2.0,3.0,3.0,9.0,5.0,0.3333333333333333,1.5,2,0.2222222222222222,4,7,4,6,5,5,8,10,4,10,12,6,0.0,2.0,20,3.0,1.0,2.0,6.0,1.0,1.0,1.0,10.0,6.0,3.0,5.0,4.0,4.0,1.0,2.875,4.0,3.889,6.0,4.8,3.0,4.167,5.0,5.333,4.083,4.3,4.5,2.0,3.0,7.0,9.0,21.0,-6.0,3.0,60.0,66.667,100.0,4.0,2.0,3.75,3.75,2.25,4.25,6.0,6.0,4.0,0.825,0.0,0.017,0.522,60.0,45.0,5.0,10.0,2.0,3.833,2.769,4.0,3.267,2.667,2.0,40.0
bc89d,537,0,278,179,65,14,326,168,22,21,0.6473079451223623,0.2461464866920759,0.0705521472392638,0.3159509202453988,3.291411042944785,0.8333333333333334,0.6909090909090909,44,0.6000000000000001,18,0.6857142857142857,10,0.6944444444444445,24,0.5416666666666666,8,0.7307692307692307,13,0.7166666666666667,12,0.4761904761904761,21,40.0,0.55,20,0.8625,16,0.3666666666666667,12,0.8333333333333334,6,0.6282051282051282,13,0.4333333333333333,12,0.7333333333333335,15,0.6666666666666666,6,5.0,3.0,2.0,2.0,2.0,4.0,4.0,9.0,5.25,0.3333333333333333,1.75,6,0.6666666666666666,5,7,3,6,3,5,7,10,8,10,15,6,0.0,1.0,20,3.0,1.0,3.0,2.0,1.0,1.0,1.0,9.0,6.0,3.0,3.0,3.0,2.0,1.0,1.75,4.444,3.667,6.0,4.1,2.25,3.778,4.833,7.667,3.583,3.75,4.167,2.0,0.0,7.0,8.0,17.0,13.0,2.0,40.0,66.667,75.0,10.0,19.0,4.25,4.75,3.75,4.5,5.0,7.0,4.0,0.827,1054306.758,-0.06,0.167,40.0,38.0,4.8,16.0,14.0,1.833,2.538,4.167,3.667,3.333,1.0,40.0
bc9lg,537,0,278,179,65,14,326,168,22,21,0.6166665730316038,0.2418357626046523,0.0613496932515337,0.2914110429447852,3.1809815950920246,0.8095238095238095,0.6454545454545454,44,0.6444444444444446,18,0.6571428571428571,10,0.6435185185185185,24,0.5972222222222222,8,0.7692307692307693,13,0.5833333333333334,12,0.2976190476190476,21,25.0,0.5900000000000001,20,0.7250000000000001,16,0.5333333333333335,12,0.6666666666666666,6,0.7692307692307694,13,0.5333333333333333,12,0.6133333333333334,15,0.5666666666666667,6,3.0,2.0,3.0,4.0,2.0,5.0,4.0,10.0,5.0,0.1666666666666666,1.25,6,0.6666666666666666,5,7,5,6,5,5,10,10,10,10,20,6,0.0,2.0,20,1.0,1.0,3.0,6.0,1.0,1.0,5.0,11.0,5.0,3.0,1.0,4.0,1.0,4.0,4.25,3.889,4.111,8.0,3.9,1.375,3.556,5.5,6.083,2.917,3.25,3.333,2.0,1.0,9.0,10.0,22.0,16.0,17.0,40.0,83.333,75.0,1.0,4.0,4.0,4.0,3.0,3.5,6.0,8.0,4.0,0.841,4381.928,0.037,0.222,20.0,44.0,4.6,10.0,4.0,2.667,3.308,3.833,3.067,2.833,2.0,40.0
bf785,537,0,278,179,65,14,326,168,22,21,0.596144857187802,0.2979534440713925,0.0828220858895705,0.5552147239263804,3.067484662576687,1.0,0.6636363636363636,44,0.6222222222222222,18,0.6714285714285715,10,0.7129629629629631,24,0.486111111111111,8,0.6923076923076923,13,0.9,12,0.25,21,21.0,0.5099999999999999,20,0.7625000000000001,16,0.3333333333333334,12,1.0,6,0.6282051282051283,13,0.35,12,0.4133333333333334,15,0.4333333333333333,6,3.0,2.0,3.0,4.0,2.0,4.0,4.0,8.0,5.5,0.0,1.75,6,0.6666666666666666,4,7,5,6,3,5,10,10,9,10,19,6,0.0,2.0,20,4.0,1.0,1.0,2.0,4.0,1.0,6.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,2.625,4.444,4.333,6.0,4.7,1.375,4.556,4.917,7.917,4.5,3.85,5.0,2.0,1.0,8.0,9.0,20.0,14.0,4.0,40.0,100.0,75.0,0.0,0.0,4.5,4.0,1.75,5.0,3.0,7.0,4.0,0.851,,,,40.0,36.0,4.7,10.0,1.0,1.667,2.538,4.583,2.067,2.167,2.0,40.0
