person_id,construct_id,mean_answer,std_answer,n_answers,percentile
00a1r,QID275,1.0,,1,0.4892703862660944
00a1r,QID276,1.0,,1,0.2145922746781116
00a1r,QID277,2.0,,1,0.6523605150214592
00a1r,QID278,3.0,,1,0.9785407725321889
00a1r,QID279,1.0,,1,0.4313304721030043
00a1r,QID28,4.7,1.1595018087284057,10,0.3948497854077253
00a1r,QID29,5.875,2.6753707585402386,24,0.5278969957081545
00a1r,QID30,4.125,2.5877458475338284,8,0.0407725321888412
00a1r,QID35,3.9166666666666665,0.7929614610987591,12,0.6502145922746781
00a1r,QID36,1.0,,1,0.49141630901287553
00a1r,QID37,3.0,,1,0.5493562231759657
00a1r,QID38,2.0,,1,0.4892703862660944
00a1r,QID39,1.0,,1,0.4570815450643777
00a1r,QID40,2.0,,1,0.4978540772532189
00a1r,QID41,3.0,,1,0.8326180257510729
00a1r,QID42,1.0,,1,0.36909871244635195
00a1r,QID63,1.0,,1,0.4034334763948498
00a1r,QID64,4.0,,1,0.51931330472103
00a1r,QID65,4.0,,1,0.1759656652360515
00a1r,QID66,5.0,,1,0.9506437768240343
00a1r,QID67,2.0,,1,0.14163090128755365
00a1r,QID68,1.0,,1,0.37553648068669526
00a1r,QID69,3.0,,1,0.5128755364806867
00a1r,QID70,5.0,,1,0.7103004291845494
00a1r,QID71,4.0,,1,0.6094420600858369
00a1r,QID72,2.0,,1,0.07510729613733906
00a1r,QID74,1.0,,1,0.38412017167381973
00a1r,QID75,5.0,,1,0.7081545064377682
00a1r,QID76,3.0,,1,0.6115879828326181
00a1r,QID77,1.0,,1,0.3927038626609442
00a1r,QID78,4.0,,1,0.5815450643776824
00a1r,QID79,3.0,,1,0.5064377682403434
00a1r,QID80,3.0,,1,0.5214592274678111
00a1r,QID81,3.0,,1,0.4978540772532189
00a1r,QID82,3.0,,1,0.4871244635193133
00a1r,QID83,1.0,,1,0.019313304721030045
0cy1x,QID11,4.0,,1,0.9098712446351931
0cy1x,QID117,1.0,,1,0.11158798283261803
0cy1x,QID118,8.0,,1,0.2446351931330472
0cy1x,QID119,7.0,,1,0.37339055793991416
0cy1x,QID12,1.0,,1,0.27896995708154504
0cy1x,QID120,6.0,,1,0.4613733905579399
0cy1x,QID121,6.0,,1,0.8133047210300429
0cy1x,QID122,4.0,,1,0.8605150214592274
0cy1x,QID125,1.1904761904761905,0.511766315719159,21,0.4613733905579399
0cy1x,QID13,3.0,,1,0.5686695278969958
0cy1x,QID14,3.0,,1,0.2811158798283262
0cy1x,QID148,2.0,,1,0.6909871244635193
0cy1x,QID149,1.0,,1,0.2982832618025751
0cy1x,QID15,1.0,,1,0.37124463519313305
0cy1x,QID150,1.0,,1,0.3540772532188841
0cy1x,QID151,2.0,,1,0.5772532188841202
0cy1x,QID152,2.0,,1,0.6587982832618026
0cy1x,QID16,1.0,,1,0.5021459227467812
0cy1x,QID17,6.0,,1,0.8626609442060086
0cy1x,QID18,9.0,,1,0.6115879828326181
0cy1x,QID19,6.0,,1,0.7918454935622318
0cy1x,QID20,3.0,,1,0.8390557939914163
0cy1x,QID21,2.0,,1,0.28969957081545067
0cy1x,QID217,1.0,,1,0.48068669527896996
0cy1x,QID218,1.0,,1,0.4721030042918455
0cy1x,QID219,1.0,,1,0.4721030042918455
0cy1x,QID22,3.0,,1,0.47854077253218885
0cy1x,QID220,1.0,,1,0.44420600858369097
0cy1x,QID224,3.0,,1,0.2017167381974249
0cy1x,QID225,1.0,,1,0.4613733905579399
0cy1x,QID226,1.0,,1,0.45493562231759654
0cy1x,QID227,1.0,,1,0.48283261802575106
0cy1x,QID228,1.0,,1,0.47854077253218885
0cy1x,QID229,1.0,,1,0.33905579399141633
0cy1x,QID23,1.0,,1,0.12017167381974249
0cy1x,QID230,2.0,,1,0.6351931330472103
0cy1x,QID231,3.0,,1,0.10944206008583691
0cy1x,QID232,2.9,1.4832396974191324,20,0.34120171673819744
0cy1x,QID233,2.75,1.5275252316519468,16,0.04721030042918455
0cy1x,QID234,1.5,0.5222329678670935,12,0.2145922746781116
0cy1x,QID235,4.0,1.0954451150103321,6,0.5858369098712446
0cy1x,QID236,2.8461538461538463,0.9870962335856491,13,0.04935622317596566
0cy1x,QID237,2.1666666666666665,1.403458930534474,12,0.49356223175965663
0cy1x,QID238,2.2666666666666666,1.162919151265879,15,0.055793991416309016
0cy1x,QID239,2.3333333333333335,1.3662601021279464,6,0.15879828326180256
0cy1x,QID24,4.0,,1,0.6909871244635193
0cy1x,QID25,3.340909090909091,1.4932901370476555,44,0.5171673819742489
0cy1x,QID26,2.5,0.9235481451827988,18,0.03862660944206009
0cy1x,QID268,3.0,,1,0.7339055793991416
0cy1x,QID269,3.0,,1,0.7188841201716738
0cy1x,QID27,1.4615384615384615,0.5188745216627708,13,0.38626609442060084
0cy1x,QID270,3.0,,1,0.7939914163090128
0cy1x,QID271,2.0,,1,0.8605150214592274
0cy1x,QID272,1.0,,1,0.27467811158798283
0cy1x,QID273,2.0,,1,0.6373390557939914
0cy1x,QID274,2.0,,1,0.8497854077253219
0cy1x,QID275,1.0,,1,0.4892703862660944
0cy1x,QID276,2.0,,1,0.7145922746781116
0cy1x,QID277,2.0,,1,0.6523605150214592
0cy1x,QID278,1.0,,1,0.4656652360515021
0cy1x,QID279,1.0,,1,0.4313304721030043
0cy1x,QID28,4.7,1.636391694484477,10,0.3948497854077253
0cy1x,QID29,4.833333333333333,2.6648544566940835,24,0.10944206008583691
0cy1x,QID30,4.625,2.326094212561969,8,0.2811158798283262
0cy1x,QID35,3.4166666666666665,0.90033663737852,12,0.38197424892703863
0cy1x,QID36,1.0,,1,0.49141630901287553
0cy1x,QID37,3.0,,1,0.5493562231759657
0cy1x,QID38,2.0,,1,0.4892703862660944
0cy1x,QID39,1.0,,1,0.4570815450643777
0cy1x,QID40,2.0,,1,0.4978540772532189
0cy1x,QID41,2.0,,1,0.37339055793991416
0cy1x,QID42,1.0,,1,0.36909871244635195
0cy1x,QID63,1.0,,1,0.4034334763948498
0cy1x,QID64,4.0,,1,0.51931330472103
0cy1x,QID65,5.0,,1,0.6416309012875536
0cy1x,QID66,3.0,,1,0.47854077253218885
0cy1x,QID67,3.0,,1,0.5536480686695279
0cy1x,QID68,1.0,,1,0.37553648068669526
0cy1x,QID69,3.0,,1,0.5128755364806867
0cy1x,QID70,5.0,,1,0.7103004291845494
0cy1x,QID71,4.0,,1,0.6094420600858369
0cy1x,QID72,3.0,,1,0.4721030042918455
0cy1x,QID74,1.0,,1,0.38412017167381973
0cy1x,QID75,5.0,,1,0.7081545064377682
0cy1x,QID76,3.0,,1,0.6115879828326181
0cy1x,QID77,3.0,,1,0.8326180257510729
0cy1x,QID78,4.0,,1,0.5815450643776824
0cy1x,QID79,3.0,,1,0.5064377682403434
0cy1x,QID80,3.0,,1,0.5214592274678111
0cy1x,QID81,3.0,,1,0.4978540772532189
0cy1x,QID82,3.0,,1,0.4871244635193133
0cy1x,QID83,5.0,,1,0.6587982832618026
0di48,QID11,3.0,,1,0.6008583690987125
0di48,QID117,5.0,,1,0.7939914163090128
0di48,QID118,6.0,,1,0.07296137339055794
0di48,QID119,7.0,,1,0.37339055793991416
0di48,QID12,2.0,,1,0.778969957081545
0di48,QID120,6.0,,1,0.4613733905579399
0di48,QID121,4.0,,1,0.34549356223175964
0di48,QID122,3.0,,1,0.4871244635193133
0di48,QID125,1.1428571428571428,0.358568582800318,21,0.3969957081545064
0di48,QID13,1.0,,1,0.04291845493562232
0di48,QID14,6.0,,1,0.9291845493562232
0di48,QID148,2.0,,1,0.6909871244635193
0di48,QID149,2.0,,1,0.7982832618025751
0di48,QID15,2.0,,1,0.7896995708154506
0di48,QID150,1.0,,1,0.3540772532188841
0di48,QID151,2.0,,1,0.5772532188841202
0di48,QID152,2.0,,1,0.6587982832618026
0di48,QID16,1.0,,1,0.5021459227467812
0di48,QID17,2.0,,1,0.48497854077253216
0di48,QID18,4.0,,1,0.5085836909871244
0di48,QID19,4.0,,1,0.3261802575107296
0di48,QID20,1.0,,1,0.15665236051502146
0di48,QID21,5.0,,1,0.8626609442060086
0di48,QID217,1.0,,1,0.48068669527896996
0di48,QID218,1.0,,1,0.4721030042918455
0di48,QID219,1.0,,1,0.4721030042918455
0di48,QID22,3.0,,1,0.47854077253218885
0di48,QID220,2.0,,1,0.944206008583691
0di48,QID224,6.0,,1,0.9656652360515021
0di48,QID225,1.0,,1,0.4613733905579399
0di48,QID226,1.0,,1,0.45493562231759654
0di48,QID227,1.0,,1,0.48283261802575106
0di48,QID228,1.0,,1,0.47854077253218885
0di48,QID229,1.0,,1,0.33905579399141633
0di48,QID23,2.0,,1,0.41630901287553645
0di48,QID230,1.0,,1,0.1351931330472103
0di48,QID231,4.0,,1,0.5064377682403434
0di48,QID232,3.1,1.1192102478745307,20,0.6223175965665236
0di48,QID233,4.625,0.8062257748298548,16,0.9828326180257511
0di48,QID234,2.6666666666666665,1.3706888336846839,12,0.6502145922746781
0di48,QID235,5.0,0.0,6,0.9613733905579399
0di48,QID236,4.538461538461538,0.6602252917735248,13,0.8068669527896996
0di48,QID237,2.0833333333333335,1.378954368902449,12,0.4570815450643777
0di48,QID238,3.7333333333333334,0.7037315505489969,15,0.5858369098712446
0di48,QID239,3.3333333333333335,1.3662601021279464,6,0.6652360515021459
0di48,QID24,1.0,,1,0.19527896995708155
0di48,QID25,3.090909090909091,1.5068553705722425,44,0.17381974248927037
0di48,QID26,3.0555555555555554,1.1099667309387473,18,0.6008583690987125
0di48,QID268,3.0,,1,0.7339055793991416
0di48,QID269,3.0,,1,0.7188841201716738
0di48,QID27,1.4615384615384615,0.5188745216627708,13,0.38626609442060084
0di48,QID270,3.0,,1,0.7939914163090128
0di48,QID271,1.0,,1,0.3605150214592275
0di48,QID272,1.0,,1,0.27467811158798283
0di48,QID273,1.0,,1,0.13733905579399142
0di48,QID274,1.0,,1,0.3497854077253219
0di48,QID275,1.0,,1,0.4892703862660944
0di48,QID276,1.0,,1,0.2145922746781116
0di48,QID277,2.0,,1,0.6523605150214592
0di48,QID278,1.0,,1,0.4656652360515021
0di48,QID279,2.0,,1,0.9313304721030042
0di48,QID28,4.3,1.946506842754191,10,0.16952789699570817
0di48,QID29,7.375,2.280589168728497,24,0.9120171673819742
0di48,QID30,4.375,3.6228441865473595,8,0.10515021459227468
0di48,QID35,4.0,0.426401432711221,12,0.6974248927038627
0di48,QID36,1.0,,1,0.49141630901287553
0di48,QID37,3.0,,1,0.5493562231759657
0di48,QID38,2.0,,1,0.4892703862660944
0di48,QID39,1.0,,1,0.4570815450643777
0di48,QID40,2.0,,1,0.4978540772532189
0di48,QID41,2.0,,1,0.37339055793991416
0di48,QID42,1.0,,1,0.36909871244635195
0di48,QID63,1.0,,1,0.4034334763948498
0di48,QID64,1.0,,1,0.027896995708154508
0di48,QID65,4.0,,1,0.1759656652360515
0di48,QID66,2.0,,1,0.12446351931330472
0di48,QID67,2.0,,1,0.14163090128755365
0di48,QID68,2.0,,1,0.8025751072961373
0di48,QID69,3.0,,1,0.5128755364806867
0di48,QID70,2.0,,1,0.15665236051502146
0di48,QID71,4.0,,1,0.6094420600858369
0di48,QID72,3.0,,1,0.4721030042918455
0di48,QID74,4.0,,1,0.924892703862661
0di48,QID75,2.0,,1,0.23390557939914164
0di48,QID76,3.0,,1,0.6115879828326181
0di48,QID77,5.0,,1,0.9721030042918455
0di48,QID78,2.0,,1,0.15236051502145923
0di48,QID79,4.0,,1,0.9291845493562232
0di48,QID80,1.0,,1,0.055793991416309016
0di48,QID81,1.0,,1,0.05793991416309013
0di48,QID82,5.0,,1,0.9742489270386266
0di48,QID83,3.0,,1,0.16523605150214593
0ifq6,QID11,3.0,,1,0.6008583690987125
0ifq6,QID117,6.0,,1,0.927038626609442
0ifq6,QID118,16.0,,1,0.9506437768240343
0ifq6,QID119,13.0,,1,0.9506437768240343
0ifq6,QID12,1.0,,1,0.27896995708154504
0ifq6,QID120,10.0,,1,0.9506437768240343
0ifq6,QID121,7.0,,1,0.944206008583691
0ifq6,QID122,4.0,,1,0.8605150214592274
0ifq6,QID125,1.0,0.0,21,0.08798283261802575
0ifq6,QID13,2.0,,1,0.2145922746781116
0ifq6,QID14,5.0,,1,0.7124463519313304
0ifq6,QID148,1.0,,1,0.19098712446351931
0ifq6,QID149,2.0,,1,0.7982832618025751
0ifq6,QID15,3.0,,1,0.871244635193133
0ifq6,QID150,1.0,,1,0.3540772532188841
0ifq6,QID151,2.0,,1,0.5772532188841202
0ifq6,QID152,2.0,,1,0.6587982832618026
0ifq6,QID16,1.0,,1,0.5021459227467812
0ifq6,QID17,1.0,,1,0.22103004291845493
0ifq6,QID18,1.0,,1,0.1630901287553648
0ifq6,QID19,4.0,,1,0.3261802575107296
0ifq6,QID20,3.0,,1,0.8390557939914163
0ifq6,QID21,2.0,,1,0.28969957081545067
0ifq6,QID217,1.0,,1,0.48068669527896996
0ifq6,QID218,1.0,,1,0.4721030042918455
0ifq6,QID219,1.0,,1,0.4721030042918455
0ifq6,QID22,3.0,,1,0.47854077253218885
0ifq6,QID220,1.0,,1,0.44420600858369097
0ifq6,QID224,3.0,,1,0.2017167381974249
0ifq6,QID225,1.0,,1,0.4613733905579399
0ifq6,QID226,1.0,,1,0.45493562231759654
0ifq6,QID227,1.0,,1,0.48283261802575106
0ifq6,QID228,1.0,,1,0.47854077253218885
0ifq6,QID229,2.0,,1,0.8390557939914163
0ifq6,QID23,2.0,,1,0.41630901287553645
0ifq6,QID230,2.0,,1,0.6351931330472103
0ifq6,QID231,6.0,,1,0.9463519313304721
0ifq6,QID232,2.65,1.4964871146156007,20,0.07939914163090128
0ifq6,QID233,2.625,1.784189825476352,16,0.034334763948497854
0ifq6,QID234,1.5833333333333333,1.0836246694508316,12,0.24248927038626608
0ifq6,QID235,1.0,0.0,6,0.008583690987124463
0ifq6,QID236,2.5384615384615383,1.39136531360295,13,0.023605150214592276
0ifq6,QID237,1.75,1.5447859516333116,12,0.26180257510729615
0ifq6,QID238,3.8666666666666667,1.4074631010979937,15,0.6716738197424893
0ifq6,QID239,3.0,2.1908902300206647,6,0.4742489270386266
0ifq6,QID24,1.0,,1,0.19527896995708155
0ifq6,QID25,2.4545454545454546,1.5767872171343833,44,0.02145922746781116
0ifq6,QID26,2.8333333333333335,1.917412472118426,18,0.23819742489270387
0ifq6,QID268,3.0,,1,0.7339055793991416
0ifq6,QID269,3.0,,1,0.7188841201716738
0ifq6,QID27,1.5384615384615385,0.5188745216627708,13,0.555793991416309
0ifq6,QID270,3.0,,1,0.7939914163090128
0ifq6,QID271,2.0,,1,0.8605150214592274
0ifq6,QID272,1.0,,1,0.27467811158798283
0ifq6,QID273,2.0,,1,0.6373390557939914
0ifq6,QID274,2.0,,1,0.8497854077253219
0ifq6,QID275,1.0,,1,0.4892703862660944
0ifq6,QID276,2.0,,1,0.7145922746781116
0ifq6,QID277,2.0,,1,0.6523605150214592
0ifq6,QID278,1.0,,1,0.4656652360515021
0ifq6,QID279,1.0,,1,0.4313304721030043
0ifq6,QID28,2.8,1.8737959096740262,10,0.012875536480686695
0ifq6,QID29,2.2916666666666665,2.21612993392941,24,0.004291845493562232
0ifq6,QID30,5.0,0.0,8,0.6094420600858369
0ifq6,QID35,3.5,0.7977240352174656,12,0.4313304721030043
0ifq6,QID36,1.0,,1,0.49141630901287553
0ifq6,QID37,3.0,,1,0.5493562231759657
0ifq6,QID38,2.0,,1,0.4892703862660944
0ifq6,QID39,1.0,,1,0.4570815450643777
0ifq6,QID40,2.0,,1,0.4978540772532189
0ifq6,QID41,1.0,,1,0.019313304721030045
0ifq6,QID42,2.0,,1,0.869098712446352
0ifq6,QID63,1.0,,1,0.4034334763948498
0ifq6,QID64,4.0,,1,0.51931330472103
0ifq6,QID65,5.0,,1,0.6416309012875536
0ifq6,QID66,2.0,,1,0.12446351931330472
0ifq6,QID67,3.0,,1,0.5536480686695279
0ifq6,QID68,1.0,,1,0.37553648068669526
0ifq6,QID69,3.0,,1,0.5128755364806867
0ifq6,QID70,4.0,,1,0.36909871244635195
0ifq6,QID71,4.0,,1,0.6094420600858369
0ifq6,QID72,1.0,,1,0.032188841201716736
0ifq6,QID74,1.0,,1,0.38412017167381973
0ifq6,QID75,1.0,,1,0.060085836909871244
0ifq6,QID76,3.0,,1,0.6115879828326181
0ifq6,QID77,1.0,,1,0.3927038626609442
0ifq6,QID78,4.0,,1,0.5815450643776824
0ifq6,QID79,3.0,,1,0.5064377682403434
0ifq6,QID80,3.0,,1,0.5214592274678111
0ifq6,QID81,3.0,,1,0.4978540772532189
0ifq6,QID82,5.0,,1,0.9742489270386266
0ifq6,QID83,5.0,,1,0.6587982832618026
0ldjp,QID11,3.0,,1,0.6008583690987125
0ldjp,QID117,3.0,,1,0.34120171673819744
0ldjp,QID118,5.0,,1,0.032188841201716736
0ldjp,QID119,7.0,,1,0.37339055793991416
0ldjp,QID12,1.0,,1,0.27896995708154504
0ldjp,QID120,6.0,,1,0.4613733905579399
0ldjp,QID121,6.0,,1,0.8133047210300429
0ldjp,QID122,3.0,,1,0.4871244635193133
0ldjp,QID125,2.6666666666666665,0.7302967433402213,21,0.9892703862660944
0ldjp,QID13,2.0,,1,0.2145922746781116
0ldjp,QID14,6.0,,1,0.9291845493562232
0ldjp,QID148,2.0,,1,0.6909871244635193
0ldjp,QID149,1.0,,1,0.2982832618025751
0ldjp,QID15,1.0,,1,0.37124463519313305
0ldjp,QID150,1.0,,1,0.3540772532188841
0ldjp,QID151,2.0,,1,0.5772532188841202
0ldjp,QID152,1.0,,1,0.15879828326180256
0ldjp,QID16,1.0,,1,0.5021459227467812
0ldjp,QID17,1.0,,1,0.22103004291845493
0ldjp,QID18,2.0,,1,0.40987124463519314
0ldjp,QID19,3.0,,1,0.21888412017167383
0ldjp,QID20,2.0,,1,0.5021459227467812
0ldjp,QID21,5.0,,1,0.8626609442060086
0ldjp,QID217,1.0,,1,0.48068669527896996
0ldjp,QID218,1.0,,1,0.4721030042918455
0ldjp,QID219,1.0,,1,0.4721030042918455
0ldjp,QID22,4.0,,1,0.7339055793991416
0ldjp,QID220,2.0,,1,0.944206008583691
0ldjp,QID224,3.0,,1,0.2017167381974249
0ldjp,QID225,1.0,,1,0.4613733905579399
0ldjp,QID226,1.0,,1,0.45493562231759654
0ldjp,QID227,1.0,,1,0.48283261802575106
0ldjp,QID228,1.0,,1,0.47854077253218885
0ldjp,QID229,1.0,,1,0.33905579399141633
0ldjp,QID23,3.0,,1,0.7167381974248928
0ldjp,QID230,1.0,,1,0.1351931330472103
0ldjp,QID231,2.0,,1,0.023605150214592276
0ldjp,QID232,3.7,0.8013147091860318,20,0.9914163090128756
0ldjp,QID233,3.4375,0.8920949127381756,16,0.33476394849785407
0ldjp,QID234,3.25,0.8660254037844387,12,0.8433476394849786
0ldjp,QID235,3.6666666666666665,0.816496580927726,6,0.43776824034334766
0ldjp,QID236,4.3076923076923075,0.9473309334313419,13,0.6609442060085837
0ldjp,QID237,3.75,0.8660254037844386,12,0.9635193133047211
0ldjp,QID238,3.3333333333333335,0.9759000729485332,15,0.34549356223175964
0ldjp,QID239,3.8333333333333335,0.752772652709081,6,0.8841201716738197
0ldjp,QID24,1.0,,1,0.19527896995708155
0ldjp,QID25,3.340909090909091,1.0330172969168459,44,0.5171673819742489
0ldjp,QID26,3.2222222222222223,0.8782037520219095,18,0.8261802575107297
0ldjp,QID268,1.0,,1,0.027896995708154508
0ldjp,QID269,2.0,,1,0.41630901287553645
0ldjp,QID27,1.4615384615384615,0.5188745216627708,13,0.38626609442060084
0ldjp,QID270,2.0,,1,0.3369098712446352
0ldjp,QID271,2.0,,1,0.8605150214592274
0ldjp,QID272,2.0,,1,0.7746781115879828
0ldjp,QID273,2.0,,1,0.6373390557939914
0ldjp,QID274,1.0,,1,0.3497854077253219
0ldjp,QID275,2.0,,1,0.9892703862660944
0ldjp,QID276,2.0,,1,0.7145922746781116
0ldjp,QID277,2.0,,1,0.6523605150214592
0ldjp,QID278,3.0,,1,0.9785407725321889
0ldjp,QID279,2.0,,1,0.9313304721030042
0ldjp,QID28,5.2,1.0327955589886444,10,0.7060085836909872
0ldjp,QID29,7.25,1.5673294928413855,24,0.9012875536480687
0ldjp,QID30,5.0,1.927248223318863,8,0.6094420600858369
0ldjp,QID35,3.8333333333333335,0.8348471099367218,12,0.6094420600858369
0ldjp,QID36,1.0,,1,0.49141630901287553
0ldjp,QID37,3.0,,1,0.5493562231759657
0ldjp,QID38,1.0,,1,0.017167381974248927
0ldjp,QID39,1.0,,1,0.4570815450643777
0ldjp,QID40,3.0,,1,0.9592274678111588
0ldjp,QID41,3.0,,1,0.8326180257510729
0ldjp,QID42,2.0,,1,0.869098712446352
0ldjp,QID63,2.0,,1,0.8347639484978541
0ldjp,QID64,4.0,,1,0.51931330472103
0ldjp,QID65,4.0,,1,0.1759656652360515
0ldjp,QID66,3.0,,1,0.47854077253218885
0ldjp,QID67,2.0,,1,0.14163090128755365
0ldjp,QID68,2.0,,1,0.8025751072961373
0ldjp,QID69,2.0,,1,0.0944206008583691
0ldjp,QID70,3.0,,1,0.2532188841201717
0ldjp,QID71,2.0,,1,0.19098712446351931
0ldjp,QID72,3.0,,1,0.4721030042918455
0ldjp,QID74,2.0,,1,0.778969957081545
0ldjp,QID75,4.0,,1,0.4055793991416309
0ldjp,QID76,3.0,,1,0.6115879828326181
0ldjp,QID77,4.0,,1,0.8969957081545065
0ldjp,QID78,2.0,,1,0.15236051502145923
0ldjp,QID79,3.0,,1,0.5064377682403434
0ldjp,QID80,3.0,,1,0.5214592274678111
0ldjp,QID81,3.0,,1,0.4978540772532189
0ldjp,QID82,1.0,,1,0.030042918454935622
0ldjp,QID83,4.0,,1,0.259656652360515
0xhxd,QID11,4.0,,1,0.9098712446351931
0xhxd,QID117,6.0,,1,0.927038626609442
0xhxd,QID118,16.0,,1,0.9506437768240343
0xhxd,QID119,13.0,,1,0.9506437768240343
0xhxd,QID12,1.0,,1,0.27896995708154504
0xhxd,QID120,10.0,,1,0.9506437768240343
0xhxd,QID121,7.0,,1,0.944206008583691
0xhxd,QID122,4.0,,1,0.8605150214592274
0xhxd,QID125,1.4285714285714286,0.9783367810436531,21,0.6738197424892703
0xhxd,QID13,4.0,,1,0.8969957081545065
0xhxd,QID14,3.0,,1,0.2811158798283262
0xhxd,QID148,2.0,,1,0.6909871244635193
0xhxd,QID149,2.0,,1,0.7982832618025751
0xhxd,QID15,1.0,,1,0.37124463519313305
0xhxd,QID150,1.0,,1,0.3540772532188841
0xhxd,QID151,2.0,,1,0.5772532188841202
0xhxd,QID152,2.0,,1,0.6587982832618026
0xhxd,QID16,1.0,,1,0.5021459227467812
0xhxd,QID17,2.0,,1,0.48497854077253216
0xhxd,QID18,9.0,,1,0.6115879828326181
0xhxd,QID19,6.0,,1,0.7918454935622318
0xhxd,QID20,1.0,,1,0.15665236051502146
0xhxd,QID21,2.0,,1,0.28969957081545067
0xhxd,QID217,1.0,,1,0.48068669527896996
0xhxd,QID218,1.0,,1,0.4721030042918455
0xhxd,QID219,1.0,,1,0.4721030042918455
0xhxd,QID22,2.0,,1,0.2167381974248927
0xhxd,QID220,1.0,,1,0.44420600858369097
0xhxd,QID224,6.0,,1,0.9656652360515021
0xhxd,QID225,2.0,,1,0.9613733905579399
0xhxd,QID226,1.0,,1,0.45493562231759654
0xhxd,QID227,1.0,,1,0.48283261802575106
0xhxd,QID228,1.0,,1,0.47854077253218885
0xhxd,QID229,1.0,,1,0.33905579399141633
0xhxd,QID23,2.0,,1,0.41630901287553645
0xhxd,QID230,2.0,,1,0.6351931330472103
0xhxd,QID231,6.0,,1,0.9463519313304721
0xhxd,QID232,2.95,1.700619082322051,20,0.4055793991416309
0xhxd,QID233,4.1875,1.1672617529928748,16,0.8776824034334764
0xhxd,QID234,2.0,0.0,12,0.3776824034334764
0xhxd,QID235,3.6666666666666665,0.816496580927726,6,0.43776824034334766
0xhxd,QID236,4.3076923076923075,1.3155870289605438,13,0.6609442060085837
0xhxd,QID237,2.9166666666666665,1.164500152881315,12,0.7639484978540773
0xhxd,QID238,4.8,0.4140393356054127,15,0.9935622317596566
0xhxd,QID239,2.8333333333333335,1.3291601358251257,6,0.3626609442060086
0xhxd,QID24,1.0,,1,0.19527896995708155
0xhxd,QID25,3.1818181818181817,1.186606011546578,44,0.27896995708154504
0xhxd,QID26,2.7777777777777777,1.7675358572136373,18,0.1609442060085837
0xhxd,QID268,3.0,,1,0.7339055793991416
0xhxd,QID269,3.0,,1,0.7188841201716738
0xhxd,QID27,1.6153846153846154,0.5063696835418333,13,0.7510729613733905
